rc_id,status,task_ids,tags,evidence_type,evidence_required,evidence_links,blocked,blocker,source_spec,source_number,source_text_sha256,notes
RC-0060,NOT_STARTED,TASK-RC-0060,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,60,7e4c27de9993dd19a3622d6c0da1b100980e81f9f8cc2b20402e0b086ae9f6ab,Initialized from binding specification; not individually proven DONE.
RC-0061,NOT_STARTED,TASK-RC-0061,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,61,b439cfa76d5bff59eba1ba4ef7bcd866946b3a809ab5ab194d36baff4d63eb07,Initialized from binding specification; not individually proven DONE.
RC-0062,NOT_STARTED,TASK-RC-0062,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,62,9c732cafd538326442a9937e718d0ebdc4237b464f510293eb0dfe3146ebc3d2,Initialized from binding specification; not individually proven DONE.
RC-0063,NOT_STARTED,TASK-RC-0063,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,63,788c6e54b11faa53e7690fcc1ee484f8b49d4859bfc2a024313abce4e2145cd2,Initialized from binding specification; not individually proven DONE.
RC-0064,NOT_STARTED,TASK-RC-0064,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,64,374d0ceaf213483adc03f464a4b2e76a2cd8b5da3ba4fe84228269a64c688d64,Initialized from binding specification; not individually proven DONE.
RC-0065,NOT_STARTED,TASK-RC-0065,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,65,c21ee2f1c8627e7bfe4a3ec80bcc3d40576ac992f90eee2e478f7c7b97bdaab4,Initialized from binding specification; not individually proven DONE.
RC-0066,NOT_STARTED,TASK-RC-0066,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,66,ef5cee0b3e919cf10047aeb7775b3ad17bd2440d3538ea6286f6b7acdaba57df,Initialized from binding specification; not individually proven DONE.
RC-0067,NOT_STARTED,TASK-RC-0067,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,67,f920e0e3b70cbfdbb23fd4a0c5d10624988c41b647efa1fe44724e96092df18c,Initialized from binding specification; not individually proven DONE.
RC-0068,NOT_STARTED,TASK-RC-0068,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,68,84755eb975f64b2b147b0b9bcd95038fbef0a2aa5831f65bf4256cf448a25372,Initialized from binding specification; not individually proven DONE.
RC-0069,NOT_STARTED,TASK-RC-0069,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,69,70a2d3255a03bb298fe993365426694bac194b61829504355650fcd7085322c6,Initialized from binding specification; not individually proven DONE.
RC-0070,NOT_STARTED,TASK-RC-0070,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,70,34a61ec9f7554098ca65e25bce9217803a1f721abd26db7edbac2113b7d159ba,Initialized from binding specification; not individually proven DONE.
RC-0071,NOT_STARTED,TASK-RC-0071,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,71,32637f90580010771b7e264074f8630fc6140156eae21c1fc5735428f67e7a4a,Initialized from binding specification; not individually proven DONE.
RC-0072,NOT_STARTED,TASK-RC-0072,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,72,0cb7cbb51bba796546cf6ee9c2900c0832e53164b174352aa59d8811cef979ee,Initialized from binding specification; not individually proven DONE.
RC-0073,NOT_STARTED,TASK-RC-0073,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,73,da4c14384d6f2ee8f44cf2e255b848026b7e2af6a2a5aa876c97464353cb4f14,Initialized from binding specification; not individually proven DONE.
RC-0074,NOT_STARTED,TASK-RC-0074,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,74,aac0e85c48ae186e3e225e074796757308de71c228f7b331b4f0e2ad8a5ab3c8,Initialized from binding specification; not individually proven DONE.
RC-0075,NOT_STARTED,TASK-RC-0075,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,75,e4dd0f71d35e6e47e858ec6cf5d99882c710f529e7115c9c3fed6e03d17f0568,Initialized from binding specification; not individually proven DONE.
RC-0076,NOT_STARTED,TASK-RC-0076,CALC|ENTITLEMENT,GOLDEN_OR_CONTRACT_TEST|ENTITLEMENT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,76,7f9388b6949ac6a30ec6e17806bb8905cc924af782b44c8660259f52171d1489,Initialized from binding specification; not individually proven DONE.
RC-0077,NOT_STARTED,TASK-RC-0077,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,77,0d11ea9413b927bc584b00f26648d7aff093ed7186dda57eb2ff5617a5aa6d5c,Initialized from binding specification; not individually proven DONE.
RC-0078,NOT_STARTED,TASK-RC-0078,ENTITLEMENT,ENTITLEMENT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,78,b21ac3a25df1b6b611f38a315083f75e40425d553d0cf36af6d20947e0e4ee47,Initialized from binding specification; not individually proven DONE.
RC-0079,NOT_STARTED,TASK-RC-0079,ENTITLEMENT,ENTITLEMENT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,79,59d0c54008788ac8ecf2dec2cc421d9bf7dd0ee195adcb10734c8f89ef48d806,Initialized from binding specification; not individually proven DONE.
RC-0080,NOT_STARTED,TASK-RC-0080,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,80,10a1be0d7bc0ae89eddf837706786cc36df1a0cefcf768a72d606a8e2cea52e9,Initialized from binding specification; not individually proven DONE.
RC-0081,NOT_STARTED,TASK-RC-0081,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,81,97ada152e46dbc49efa1d435f0a7ae31710a51f50c867b647e0e371ae987f011,Initialized from binding specification; not individually proven DONE.
RC-0082,NOT_STARTED,TASK-RC-0082,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,82,a8699badefe23ca0d4daa69c94ce146c3511c1e674db09f19bfe0135a654fc5b,Initialized from binding specification; not individually proven DONE.
RC-0083,NOT_STARTED,TASK-RC-0083,CALC|ENTITLEMENT|SECURITY,GOLDEN_OR_CONTRACT_TEST|ENTITLEMENT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,83,eb6df32c94da829cebc84a4f54bcb40debae5b45b9b82928cdf2537ce2e03dd1,Initialized from binding specification; not individually proven DONE.
RC-0084,NOT_STARTED,TASK-RC-0084,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,84,c3c289ab673cad649bcff0b833f811a0cbdb2ba3d88619d1ce9e873ea3ae8c74,Initialized from binding specification; not individually proven DONE.
RC-0085,NOT_STARTED,TASK-RC-0085,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,85,a3ed3e9f14743830f8b656465e0199737e4f11f6f1ad28333871eac9c4dab1a6,Initialized from binding specification; not individually proven DONE.
RC-0086,NOT_STARTED,TASK-RC-0086,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,86,04ccc8ec87ab108483632efd8ecdbddfeefa41237b918d3b825087369cb92faf,Initialized from binding specification; not individually proven DONE.
RC-0087,NOT_STARTED,TASK-RC-0087,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,87,d41c8134ef4535266d76fbf64301865a169393568f5282661dbbda56c783f2d6,Initialized from binding specification; not individually proven DONE.
RC-0088,NOT_STARTED,TASK-RC-0088,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,88,afecb7f564f67cb20ab228b2fbcf451782dd6cf255ef976ac18e61e6c1cfe494,Initialized from binding specification; not individually proven DONE.
RC-0089,NOT_STARTED,TASK-RC-0089,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,89,2df9c754982f9a61f6e2ec6e310f57a3b9b4413ffe1cbdb2968d097d81a8fb4e,Initialized from binding specification; not individually proven DONE.
RC-0090,NOT_STARTED,TASK-RC-0090,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,90,b57abe35deb7e4951d30150a85fb0f5431029ff3329518c3851f2c71e783a38b,Initialized from binding specification; not individually proven DONE.
RC-0091,NOT_STARTED,TASK-RC-0091,RELEASE,RELEASE_ARTIFACT_EVIDENCE,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,91,e911e3cf03542560bbdc155045bbef18662013a41610740a994e3041ac9f6215,Initialized from binding specification; not individually proven DONE.
RC-0092,NOT_STARTED,TASK-RC-0092,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,92,f9f08ba9f215b6e525c3d3a68198a4adbf904357e62998c7a351c15aa7fab2d5,Initialized from binding specification; not individually proven DONE.
RC-0093,NOT_STARTED,TASK-RC-0093,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,93,b4a433fd87e5ef9a0f91f78a9cad00439054bc63a353aa1653670a8c6b15a819,Initialized from binding specification; not individually proven DONE.
RC-0094,NOT_STARTED,TASK-RC-0094,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,94,b5823e3a8a1731376e576be8524f18db34edc1f380052be034f24f45ae77e845,Initialized from binding specification; not individually proven DONE.
RC-0095,NOT_STARTED,TASK-RC-0095,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,95,140f67fabffdc7e3a3704cebb6581af06d2001b3bf56b7d954ce4b22636d9052,Initialized from binding specification; not individually proven DONE.
RC-0096,NOT_STARTED,TASK-RC-0096,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,96,0edf1e1224e6da6fe10fb781db095f8e0d2f349bbafd4440d28400f2591c5c34,Initialized from binding specification; not individually proven DONE.
RC-0097,NOT_STARTED,TASK-RC-0097,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,97,64b4b2ac6a3442d40a9a4b8e07f284078d6936631ef4da9bf26a952798fc7492,Initialized from binding specification; not individually proven DONE.
RC-0098,NOT_STARTED,TASK-RC-0098,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,98,11052e79fbfe8741b3863df7e29099735083dfcb489dc8b3e4cf51b5b6efb20f,Initialized from binding specification; not individually proven DONE.
RC-0099,NOT_STARTED,TASK-RC-0099,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,99,cb1e66ce1ebfa8aa19bd528ee9deac3ec4b6a6eb5feda61f8e9f074acac14e8c,Initialized from binding specification; not individually proven DONE.
RC-0100,NOT_STARTED,TASK-RC-0100,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,100,2b353f6838b2755e559d0b759c2391360c0375a90413d29595286ef68a3a61ba,Initialized from binding specification; not individually proven DONE.
RC-0101,NOT_STARTED,TASK-RC-0101,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,101,5ce574603ab08b6482c296ba64b8a92406066f2d925f575e539628feb7e0d898,Initialized from binding specification; not individually proven DONE.
RC-0102,NOT_STARTED,TASK-RC-0102,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,102,9ccfa1bff988f6a08be5fef18f5fd9f48149673a90caa672cf80a43ed7ee08db,Initialized from binding specification; not individually proven DONE.
RC-0103,NOT_STARTED,TASK-RC-0103,ENTITLEMENT|SECURITY,ENTITLEMENT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,103,15e90255d3ee06cb05461be303e721a39fce45d4b77be99603ae9366b6310ccf,Initialized from binding specification; not individually proven DONE.
RC-0104,NOT_STARTED,TASK-RC-0104,UI,UI_REFERENCE_OR_WIDGET_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,104,e5aa561ed2af3a0bba2ce6ff3de62dc600116ef9e9ee744b07896447ba05a231,Initialized from binding specification; not individually proven DONE.
RC-0105,NOT_STARTED,TASK-RC-0105,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,105,0c3e4a71b4c8fa1bf106efbff000cdd93143c13f7f32c2d409aacab8b1c4e703,Initialized from binding specification; not individually proven DONE.
RC-0106,NOT_STARTED,TASK-RC-0106,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,106,d74d5fb9129ea0ad02ce4bfe24cc4a4c7e5d05018f6a7504c10ba6963d58b6ab,Initialized from binding specification; not individually proven DONE.
RC-0107,NOT_STARTED,TASK-RC-0107,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,107,0c11ccf9f62743a8cb6523c4b057f9696ac019e8585e6cab07c11fb2a828c10f,Initialized from binding specification; not individually proven DONE.
RC-0108,NOT_STARTED,TASK-RC-0108,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,108,8062509d9934f89d81ff1303e5c3e7066be5ea9fb889cc599c589343d43deab0,Initialized from binding specification; not individually proven DONE.
RC-0109,NOT_STARTED,TASK-RC-0109,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,109,7c204790d75d3a8e3aeaa96b64d288786c600e799ceb5cbace434f3a3ca48088,Initialized from binding specification; not individually proven DONE.
RC-0110,NOT_STARTED,TASK-RC-0110,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,110,9ba7a16c5f0504085c88b779131dff3460837f2769e563b727e029d914f888d5,Initialized from binding specification; not individually proven DONE.
RC-0111,NOT_STARTED,TASK-RC-0111,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,111,9749e2ad781a7c009408d458af6d8a5ebe4e3615aafec612017f9ea1147fce50,Initialized from binding specification; not individually proven DONE.
RC-0112,NOT_STARTED,TASK-RC-0112,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,112,d1405c839d2ce915638fb6602117c4b70541d82c7ec18586d59fde11d09d45aa,Initialized from binding specification; not individually proven DONE.
RC-0113,NOT_STARTED,TASK-RC-0113,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,113,e91e9d3a3396abf650af552fa04bc5a3caa7d482743647eba81872a5c1d61713,Initialized from binding specification; not individually proven DONE.
RC-0114,NOT_STARTED,TASK-RC-0114,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,114,b35b6479243e69fa47b7884b3e5af130ebc62a7aac2b8a601484fe9a30eba0bd,Initialized from binding specification; not individually proven DONE.
RC-0115,NOT_STARTED,TASK-RC-0115,CALC|SECURITY,GOLDEN_OR_CONTRACT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,115,77ba90285a651dc41dcdf0209141143392250ecb4d52fc8742c45697b897851b,Initialized from binding specification; not individually proven DONE.
RC-0116,NOT_STARTED,TASK-RC-0116,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,116,b01a06bf9f5fa48c57fa78d741c2a89421c37edebc95a555ed6edb0dd1f0cf9f,Initialized from binding specification; not individually proven DONE.
RC-0117,NOT_STARTED,TASK-RC-0117,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,117,dae6337949cff13788c2dbe5d4440f951cdd1573145fd0c7b4ecd751d60c3c98,Initialized from binding specification; not individually proven DONE.
RC-0118,NOT_STARTED,TASK-RC-0118,ENTITLEMENT,ENTITLEMENT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,118,f5156edf9c30bb3e1943f1f4d6a642fa144704dbc0aeb89e4f05cf518f047be4,Initialized from binding specification; not individually proven DONE.
RC-0119,NOT_STARTED,TASK-RC-0119,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,119,66828c8456e321f521c0f0b1c7d952040a33016d7b758a307ba12b3a66b506c7,Initialized from binding specification; not individually proven DONE.
RC-0120,NOT_STARTED,TASK-RC-0120,ENTITLEMENT|SECURITY,ENTITLEMENT_TEST|SECURITY_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,120,239cdc0fbbf475361c0e1b63013c93d74ae687badfe0b1644a483a82ff9b76a1,Initialized from binding specification; not individually proven DONE.
RC-0121,NOT_STARTED,TASK-RC-0121,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,121,3becddc3525e1cfd8a9ed8d650751a81cb9d39f955c2b7a7fda1f3c206854887,Initialized from binding specification; not individually proven DONE.
RC-0122,NOT_STARTED,TASK-RC-0122,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,122,1e3143562589bb5a25ad46ef02b48e54550965283b586da43bcc723b8ecca3f3,Initialized from binding specification; not individually proven DONE.
RC-0123,NOT_STARTED,TASK-RC-0123,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,123,bbefce17773459a1ec460430ab7ca7aab6ba1705d97ad8a57b5546a82cd81ece,Initialized from binding specification; not individually proven DONE.
RC-0124,NOT_STARTED,TASK-RC-0124,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,124,211edaee51f2f9ca125d4e88708070a44c12014c538314279f0a2baebd2a9f04,Initialized from binding specification; not individually proven DONE.
RC-0125,NOT_STARTED,TASK-RC-0125,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,125,bc014205bcba48e0a2d40fbaf64fb9f20fa1a85268e9cc3b58fe461e28548471,Initialized from binding specification; not individually proven DONE.
RC-0126,NOT_STARTED,TASK-RC-0126,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,126,e0f5d7319fb834dcca27080f80b76b2748da5b8b90a98d71221fd2603ab30845,Initialized from binding specification; not individually proven DONE.
RC-0127,NOT_STARTED,TASK-RC-0127,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,127,33d084010ab75fccda8020b92e99c9925df39441575d58bf2fec492b0521846c,Initialized from binding specification; not individually proven DONE.
RC-0128,NOT_STARTED,TASK-RC-0128,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,128,83f7002eacbee39d568c09e7895ac865793e15bbd23e1ec9d05c38fc97bd4a43,Initialized from binding specification; not individually proven DONE.
RC-0129,NOT_STARTED,TASK-RC-0129,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,129,b3a6de3f0c04cc965e125490727fd2f9c5faca003cebc28ffd114a6f7ab15f3b,Initialized from binding specification; not individually proven DONE.
RC-0130,NOT_STARTED,TASK-RC-0130,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,130,bf207eceb034aaefb472f3d70460256aff0d3ba606316c524d847e70d44250b9,Initialized from binding specification; not individually proven DONE.
RC-0131,NOT_STARTED,TASK-RC-0131,TRACE,CONTRACT_TEST_OR_REVIEW,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,131,1ef9bad03ff59ecb5edea54e1c39ee2872be894ab282203af33133884493047a,Initialized from binding specification; not individually proven DONE.
RC-0132,NOT_STARTED,TASK-RC-0132,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,132,1a4d549a2d63b52b79adada33518ff689fb8d7a04c546dbeb9105aa5d47f5663,Initialized from binding specification; not individually proven DONE.
RC-0133,NOT_STARTED,TASK-RC-0133,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,133,25ca5d2cd939bb758d8ef8d4649dfc5ca9d6af05690fa61913a15f2f4a9c23c8,Initialized from binding specification; not individually proven DONE.
RC-0134,NOT_STARTED,TASK-RC-0134,CALC,GOLDEN_OR_CONTRACT_TEST,YES,,NO,,RUH_CODE_MASTER_SARTNAME.md,134,a657c0a23a0168228bfb6bbaf4795545cf913427bf36ec11c1e431840d83faf8,Initialized from binding specification; not individually proven DONE.
